T14,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
800,Uganda,2019,Balance of Payments: Capital account (millions of US dollars),87,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,1985,Balance of Payments: Financial account (millions of US dollars),-48,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,1995,Balance of Payments: Financial account (millions of US dollars),-204,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,2010,Balance of Payments: Financial account (millions of US dollars),"-1,113",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,2015,Balance of Payments: Financial account (millions of US dollars),"-1,267",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,2018,Balance of Payments: Financial account (millions of US dollars),"-1,956",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,2019,Balance of Payments: Financial account (millions of US dollars),"-1,625",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,1995,Balance of Payments: Current account (millions of US dollars),"-1,152",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2010,Balance of Payments: Current account (millions of US dollars),"-3,016",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2015,Balance of Payments: Current account (millions of US dollars),"5,035",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2018,Balance of Payments: Current account (millions of US dollars),"-6,432",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2019,Balance of Payments: Current account (millions of US dollars),"-4,124",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2020,Balance of Payments: Current account (millions of US dollars),"5,207",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,1995,Balance of Payments: Capital account (millions of US dollars),6,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2010,Balance of Payments: Capital account (millions of US dollars),188,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2015,Balance of Payments: Capital account (millions of US dollars),456,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2018,Balance of Payments: Capital account (millions of US dollars),37,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2019,Balance of Payments: Capital account (millions of US dollars),38,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2020,Balance of Payments: Capital account (millions of US dollars),-3,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,1995,Balance of Payments: Financial account (millions of US dollars),"-1,098",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2010,Balance of Payments: Financial account (millions of US dollars),"-1,463",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2015,Balance of Payments: Financial account (millions of US dollars),"5,096",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2018,Balance of Payments: Financial account (millions of US dollars),"-4,722",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2019,Balance of Payments: Financial account (millions of US dollars),"-2,893",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
804,Ukraine,2020,Balance of Payments: Financial account (millions of US dollars),"5,936",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,1985,Balance of Payments: Current account (millions of US dollars),"3,314",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,1995,Balance of Payments: Current account (millions of US dollars),"-13,436",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2010,Balance of Payments: Current account (millions of US dollars),"-77,464",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2015,Balance of Payments: Current account (millions of US dollars),"-147,252",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2018,Balance of Payments: Current account (millions of US dollars),"-104,799",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2019,Balance of Payments: Current account (millions of US dollars),"-87,545",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2020,Balance of Payments: Current account (millions of US dollars),"-95,421",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,1995,Balance of Payments: Capital account (millions of US dollars),486,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2010,Balance of Payments: Capital account (millions of US dollars),"-1,130",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2015,Balance of Payments: Capital account (millions of US dollars),"-2,692",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2018,Balance of Payments: Capital account (millions of US dollars),"-4,243",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2019,Balance of Payments: Capital account (millions of US dollars),"-1,400",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2020,Balance of Payments: Capital account (millions of US dollars),"-2,359",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,1985,Balance of Payments: Financial account (millions of US dollars),"4,358",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,1995,Balance of Payments: Financial account (millions of US dollars),"-4,522",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2010,Balance of Payments: Financial account (millions of US dollars),"-100,781",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2015,Balance of Payments: Financial account (millions of US dollars),"-159,060",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2018,Balance of Payments: Financial account (millions of US dollars),"-113,335",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2019,Balance of Payments: Financial account (millions of US dollars),"-104,943",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
826,United Kingdom,2020,Balance of Payments: Financial account (millions of US dollars),"-124,163",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,1985,Balance of Payments: Current account (millions of US dollars),-375,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,1995,Balance of Payments: Current account (millions of US dollars),-590,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2010,Balance of Payments: Current account (millions of US dollars),"-2,211",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2015,Balance of Payments: Current account (millions of US dollars),"-4,477",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
